Language_name,I,all,ash,bark,belly,big,bird,bite,black,blood,bone,breast,burn,claw,cloud,cold,come,die,dog,drink,dry,ear,earth,eat,egg,eye,feather,fire,fish,flesh,fly,foot,full,give,good,grease,green,hair,hand,head,hear,heart,horn,hot,kill,knee,know,leaf,lie,liver,long,louse,man,many,moon,mountain,mouth,name,neck,new,night,nose,not,one,path,person,rain,red,root,round,sand,say,see,seed,sit,skin,sleep,small,smoke,stand,star,stone,sun,swim,tail,that,this,tongue,tooth,tree,two,walk,water,we,what,white,who,woman,yellow,you
Swahili Tikuu,,,,,,,,,,damu,fupa,we,,,,,ya,fa,bw~a,nw~a,,Sikio,,,,yito,,oCo,si,,,,,,,,,,kono,,,,ph~emb~e,,,gonj~o,,,,,,,,,,lima,,yina,,,siku,ph~ua,,moya,4d~ia,Ch~u,,,,,,,wona,,,Ng~o8i,,,,,4oCa,ijiwe,yuwa,,,,,limi,ye5o,Ci,wili,,mai,,,,,,,
Swahili Vumba,,,,,,,,,,damu,fuwa,romb~o,,,,,Ta,fa,bw~a,5w~a,,sikio,,,,TiCo,,oro,sw~i,,,,,,,,,,kono,,,,ph~emb~e,,,goti,,,,,,,,,,lima,,Tina,,,siku,ph~ua,,moTa,Ng~ia,th~u,,,,,,,ona,,,Ng~ozi,,,,,5ota,Tibw~e,Tua,,,,,limi,Tino,ri,wili,,maTi,,,,,,,
Swati,mine,,,,,,,,,gati,camb~o,bele,,,,,t,f,ja,nac,,dL~ebe,,,,so,,lilo,Lant~i,,,,webe,,,,,,andL$a,,v,,ph~ondv$o,,,dv~olo,,emb~e,,binc~i,,ntf$wala,,,,nc~aba,,bito,,Sa,suku,kh~ala,,5e,dL~ela,ntf$u,,,,,,,bon,,,kh~umb~a,,,,,Nk~a5eti,ty~e,laNg~a,,,,,lw~imi,ti5o,LaLa,bili,,nt~i,cine,,,,,,wena
Swazi,Ng~i,,,,,,,,,,,,,,,,ta,fa,nj~a,naca,,dL~ebe,,,,so,,lilo,Lant~i,,,,!w~ebe,,,,,,,,va,,ph~ondv$o,,,,,,,,,,,,,caba,,bito,,Sa,,kh~ala,,5e,,ntf$u,,,,,,,,,,kh~umb~a,,,,,,Ce,laNg~a,,,,,lw~imi,ti5o,LaLa,bili,,nt~i,si,,,,,,wena
Swedish,yog,,,,,,,,,bl~ud,ben,brEst,,,,,komE,de,h3nd~,drikE,,3rE,,,,3gE,,eld,fisk,,,,f3l,,,,,,hEnd~,,hurE,,hun,,,knE,,lev,,lev3r,,lus,,,,bEry~,,nEmn,,ni,nEt,nEsE,,et,stig,mEniSxE,,,,,,,se,,,Sx~in,,,,,Sx~EnE,sten,sul,,,,,t3NE,tEnd~,trEd,tv~o,,vEt3n,vi,,,,,,du
Swedish Romani,mand~er,,,,,,,,,ratt,,SuCoar,,,,,ava,mula,yuklo,pi,,Sunlo,,,,yakk,,yagg,matty~a,,,,pardo,,,,,,vaSt,,Sunna,,,,,SaN,,,,,,yuvar,,,,yelma,,nav,,nevo,ratti,nakk,,nant~us,volta,manuS,,,,,,,dikka,,,mottin,,,,,,barr,kam,,,,,Sibb,da5,rukkan,di,,pani,vislos,,,,,,diro
Sydney,,,,,,,,,,banaraN,dy~ara,nabaN,,,,,,buyi,,wida,,guri,,,,mai,,giwiyaN,magura,,,,buruk,,,,,,damara,,Nara,,,,,guruk,,,,naga,,malagadaN,,,,,,gaiyara,,,NuwiN,nuga,,wugul,muru,yura,,,,,,,na,,,baraNal,,,,,biruN,giba,guwiN,,,,,dalaN,dara,diramu,bula,,badu,,,,,,,
Syriac,ena,,,,,,,,,dma,garma,Xadya,,,,,etha,mith,kalba,eSti,,edhna,,,,Xaina,,nura,nuna,,,,mle,,,,,,idha,,SmaX,,qarna,,,burka,,tarpa,,kabhda,,qalmtha,,,,tura,,Sma,,Xadhtha,lelya,nXira,,Xadh,urXa,bar7naSa,,,,,,,Xza,,,meSka,,,,,kaukbha,kepha,SemSa,,,,,leSana,Senna,ilana,treyn,,mayye,Xnan,,,,,,ant
Syriac 2,ena,,,,,,,,,d3m,garm,Xady,,,,,ty,myt,kalb,Sty,,edn,,,,ayn,,nur,nun,,,,m3le,,,,,,id,,SmX,,karn,,,burk,,tX~arp,,kabd,,kalm3t,,,,tX~ur,,S3m,,Xad3t,lely,neXir,,Xad,urX,barnaS,,,,,,,Xzy,,,meSk,,,,,kawb3b,k3p,SemS,,,,,leSan,Sen,ilan,taren,,maye,X3nan,,,,,,at
Syrian Arabic,EnE,,,,,,,,,dEm,Xodx~me,sx~3dx~3r,,,,,3ZE,mEt,kElb,S3reb,,3d3n,,,,Xen,,nx~orx~,sEmEke,,,,mElEn,,,,,,id,,s3meX,,or3n,,,r3kbe,,wEro7o,,k3b3d,,omle,,,,ZEbEl,,3s3m,,Zdid,lel,m3nxEr,,woXed,dErb,SEx3s,,,,,,,SEf,,,Z3l3d,,,,,nEZme,XoZEr,SEm3s,,,,,lsEn,s3n,SEZErE,tnen,,mx~oy,n3nE,,,,,,3nte
Ta Mit Laha,in,,,,,,,,,pot,th~ok,l3uk,,,,,,fun,bo,,,koho,,,,mokto,,pui,m3lo,,,,,,,,,,onk3mo,,5ui,,,,,,,th~uN,,top,,moNku,,,,,,ty~u,,mon,kh~oluN,5Et,,ty~om,,,,,,,,,dom,,,,,,,,maluN,dun,,,,,,kolin,suN,,so,,uN,mo,,,,,,mo
Taabwa Rdc 1,,,,,,,,,,lopa,kuza,bele,,,,,iza,fwa,bwa,mina,,twi,,,,nso,,lilo,sabi,,,,,,,,,,,,umvwa,,sengo,,,kufi,,ani,,,,nda,,,,pili,,na,,,siku,ona,,mo,zila,,,,,,,,mona,,,,,,,,tanda,bwe,oba,,,,,limi,ino,muti,bili,,nda,,,,,,,
Taabwa Rdc 2,,,,,,,,,,lopa,kuza,bele,,,,,iza,fwa,bwa,mina,,twi,,,,nso,,lilo,sabi,,,,a izwile,,,,,,,,umvua,,sengo,,,kufi,,ani,,bu,,nda,,,,,,na,,a lenu,siku,ona,,mo,zila,ntu,,,,,,,mona,,,papa,,,,,tanda,bwe,oba,,,,,limi,ino,muti,bili,,nda,,,,,,,
Taabwa Zambie,,,,,,,,,,lopa,fupa,bele,,,,,isa,fwa,bwa,nwa,,twi,,,,nso,,lilo,sabi,,,,isula,,,,,,,,umfwa,,sengo,,,kufi,,bula,,bu,,nda,,,,pili,,na,,pya,Siku,ona,,mo,Sila,ntu,,,,,,,mona,,,kanda,,,,,tanda,bwe,suba,,,,,limi,ino,muti,bili,,nSi,,,,,,,
Taai Saisiyat,yako,,,,,,,,,ramo7,bE7El,hEhE7,,,,,waLi7,masay,EhE7,romE7EL,,sali7iL,,,,masa7,,hapoy,Elaw,,,,,,,,,,ralokama7,,bazE7,,,,,,,biLE7,,rE7El,,koso7,,,,,,raroLo7,,SaSo7,haLoan,kanos3lan,,EhE7,raLan,,,,,,,,komita7,,,baN3S,,,,,bintE7En,bato7,hEhilaL,,,,,kEhma7,n3p3n,kEhEy,roSa7,,ralom,ita,,,,,,So7o
Tabar,au,,,,,,,,,dara,jiri,susu,,,,,mai,mate,kapune,unu,,tatariNa,,,,mata,,laNi,ia,,,,,,,,,,rima,,roroN,,,,,,,pakapaka,,ate,,raku,,,,,,asa,,voru,kati,usu,,ese,rosara,mai,,,,,,,dedeNa,,,kurikuri,,,,,kamekame,vatu,,,,,,karameN,rivo,,lua,,da,gita,,,,,,voi
Tabaru,ngoi,,,,,,,,,,kobongo,Nawoko,,,,,boa,soNene,kaso,,,Nauku,,,,ako,,uku,naoko,,,,,,,,,,,,,,,,,bubuku,,soka,,,,tudutu,,,,gigie,,roNa,,,obiri,ngununu,,moi,ngekomo,nyawa,,,,,,,lega,,,kai,,,,,Noma,teto,,,,,,asiasiri,ingiri,,modidi,,akere,ngone,,,,,,ngona
Tabasaran,uzu,,,,,,,,,iwi,"k""urab",muXur,,,,,XX~ub,"yik""ub",Xu,uXub,,ib,,,,ul,,"c""a",baluX,,,,"ac""u",,,,,,Xil,,yErxub,,"k""arC",,,"q""amq""",,"k""aja",,"lik""i",,nici,,,,daX,,Cw~ur,,"c""iyi",yizw~i,qX~uqX~,,sab,,admi,,,,,,,argub,,,Xam,,,,,XX~ad,Xw~an,riX,,,,,mElz,slib,har,"q""X~ub",,SEd,icw~u,,,,,,uwu
Tabasco Nahuatl Cupilco,naha,,,,,,,,,es,omi,CiCowal,,,,,walla,migi,ickwin,ati,,nagas,,,,iS,,tikw~aw,miC,,,,tentok,,,,,,man,,gagi,,kw~akw~a,,,tankw~an,,iswa,,yel,,atim,,,,,,tugan,,yankw~ik,yuwal,yak,,se,oh,taga,,,,,,,ita,,,kw~etaS,,,,,sital,te,tonatin,,,,,nenepil,tan,kw~aw,ome,,a,tahwan,,,,,,taha
Tabla,de,,,,,,,,,sa,oro,,,,,,dat3,t3t3,yoku,,,bunt3kei,,,,ndou,,sing,ka,,,,k3mew3,,,,,,m3,,b3toe,,,,,,,k3pei,,,,miN,,,,,,wado,,,d3n,,,besika,nipi,,,,,,,,t3,,,ele,,,,,,oru,soning,,,,,peu,eti,no,be,,bu,deye,,,,,,mbe
Tabla C,de,,,,,,,,,sa,duo,kong,,,,,dat3ma,tetobugho,,an3masin,,bunt3kai,,,,,,sin,ka,,,,y3toande,,,,,,meka,,bet,,,,,otobutu,,k3pai,,,,ming,,,,s3ro,,,,manifana,denie,tim3xo,,besika,nifi,,,,,,,,tumb3kare,,,ele,,,,,mea,oru,su,,,,,feu,eti,no,bo,,bu,mot3rana,,,,,,wo
Tabla Unknown Dial,de,,,,,,,,,duo,mengkei,kong,,,,,mime,no,yoku,bute anisi,,benteki,,,,do,,sing,ka,,,,yasewande,,,,,,me,,boto,,,,,otobutu,,kepe,,,,,,,,soro,,do,,manipana,dene,timiko,,bei,nipi,detro,,,,,,,tenime,,,ele,,,,,meya,olu,soning,,,,,feu,eti,o,be,,bu,deye,,,,,,we
Tabla W,de,,,,,,,,,sa,,kong,,,,,mime,diya tetepukoi,,bute antesine,,betengkei,,,,dou,,sing,ka,,,,netewade,,,,,,meka,,bet,,,,,otobutu,,okepai,,,,ming,,,,meko,,wado,,nemedopelre,deneng,timbko,,besika,newaesime,,,,,,,,tekene,,,ele,,,,,meya,oru,soning,,,,,peu,eti,o,bi,,bu,d3t3toro,,,,,,webesika
Tabo Waia,na,,,,,,,,,hauwi,goha,nono,,,,,mEpE,nEhui ta,gaha,nEnE,,galo,,,,badi,,koe,daha,,,,,,,,,,kokoto,,nuliyE,,lalo,,,pupu,,paha,,,,tamani,,,,haka hunu hunu,,mahiro,,,du du7u,dopo,,kapia,gabo,,,,,,,,haba,,,tama,,,,,moroki,naki,kadepa,,,,,merapira,lolo,,neteewa,,bea,ahidio,,,,,,amE
Tabriak,ama,,,,,,,,,yay,tan3m,5jay,,,,,kurapia,,,,,kwandukas,,,,samp3s,,awi,,,,,,,,,,,,,andu,,,,,,,yimpr3m,,,,,,,,,,,,,,ipun,,mba,,yarmas3nar,,,,,,,,,,,,,,,suNkwi5Tirim,,s3mari,,,,,mum353N,s3s3N,,ripay,,ar3m,apia,,,,,,mi
Tabulahan Campbell,kodi7,,,,,,,,,haha,buku,susu,,,,,,,asu,,,taliNa,,,,mata,,api,bau,,,,,,,,,,teiye,,,,tEndi7,,,kuntu7,,lala7,,ate,,kutu,,,,tanete,,,,bakahu,,puruN,,,lalaN,tau,,,,,,,,,,lollo7,,,,,bintEN,batu,mata allo,,,,,lila,isi,poaN,,,uhai,kita7,,,,,,iko
Tabulahan Mckenzie,kodi7,,,,,,,,,haha,buku,susu,,,,,,,asu,,,taliNa,,,,mata,,api,bau,,,,,,,,,,teiye,,,,tEndi7,,,kuntu7,,lala7,,ate,,kutu,,,,buntu,,,,bakahu,,puruN,,,lalaN,tau,,,,,,,,,,lollo7,,,,,bintEN,batu,mata allo,,,,,lila,isi,poaN kayu,,,uhai,kita7,,,,,,iko
Tacana,ema,pamapa,etimu,ebiti,ede,aida,jia,cui,devena,ami,ecau,acu,jaja,emetiji,budu,vinada,pwe,manu,uCi,,esara,eijaha,meji,dia,eha,etua,eina,kw~ati dareda,se,aiCa,kw~abeca,ewaci,esehe,tia,saida,,edawa,eCua eina,eme,eCua,ijaba,muesumu,edana,sinada,manuame,emadaCua,,eina,sati,etkw~a,bauda,bia,deha,,badi,emata,ekw~aca,ebani,enaha,eiCakw~a,dida,evi,mave,piada,ediji,,nai,derena,ejau,peruruta,hutuhutu,,ba,ehaha,aniute,ebiti,,waiCidi,hudu,,,tumu,ijeti,beca,etida,hiCu,ye,yana,ece,aki,beta,ase,yavi,eceda,ai ni da,pasane,aide,epuna,tijina,mike
Tacheng Dagur,bi,,,,,,,,,Cos,yas,m3k,,,,,irbye,ugubye,nox,obye,,Ch~ik,,,,nid,,gal,Cagos,,,,Ch~add3N,,,,,,gar,,sonsbye,,3wr,,,twalCh~ig,,larCh~,,x3l3g,,bus,,,,awl,,n3r,,SiNk3n,sund3,xamar,,n3k,t3rgul,ku,,,,,,,uCubye,,,ars,,,,,xod,Ch~olo,nar,,,,,x3l,Sid,burgas,xoyor,,os,bad,,,,,,b3ySin
Tadaksahak,axay,,,,,,,,,kuden,bidi,afaf,,,,,koykat,bun,hanSi,nin,,hanga,,,,mo,,huru,amanana,,,,t7on,,,,,,kamba,,mo,,hili,,,afud,,ala,,taSa,,geni,,,,t7ondi,,man,,yaynay,ciTi,tinzar,,foda,tadaqat,bora,,,,,,,guna,,,kuru,,,,,atri,t7ondi,wayni,,,,,il3s,eSan,tugudu,hinka,,aryen,ari,,,,,,nin
Tae,aku,,,,,,,,,rara,buku,susu,,,,,sae,mate,asu,iru7,,taliNa,,,,mata,,api,bale,,,,,,,,,,lima,,raNi,,,,,,,daun,,ate,,kutu,,,,,,saNa,,baru,boNi,iloN,,misa7,lalan,tau,,,,,,,tiro,,,kuli7,,,,,bint~o3n,batu,,,,,,lila,isi,,dua,,wai,kita,,,,,,iko
Taensa,hog,,,,,,,,,dw~ons,etbuv,blom,,,,,vorte,idso,arwor,vitrag,,avaratal,,,,yararal,,pnao,,,,,,,,,,,win,,,,pnag,,,,,tw~at,,glouktorro,,seuki,,,,tankw~araou,,gnahe,,,,vnuhuvam,,yeha,morra,vuka,,,,,,,yara,,,ktwensog,,,,,tnan,stiop,egnimilo,,,,,yilok,sw~omo,ktouv,gem,,wakworao,,,,,,,hogi
Tafasoho,,,,,,,,,,wuni,subebi,,,,,,podo,gai,aso,bebe,,kamou,,,,afe,,ipi,yao,,,,,,,,,,kamma,,baso,,,,,,,we,,amo,,bene,,,,pu,,aim,,topo,kaman,mudefete,,minye,,manCa,,,,,,,Co,,,fi,,,,,mawi,mai,win,,,,,belbelu,wi,fete,medeN,,be,,,,,,,
Tafota Baruga,omo,,,,,,,,,toto*gu,siruru,ami,,,,,purori,o*burori,nino,u*dori,,Nx~oi*,,,,diba,,ibori,ubu oko,,,,bado,,,,,,i*go,,ni*gori,,tobuyo,,,koubo,,i*giso,,ubo,,rixi,,,,doporu,,bi*go,,rako,tu*bo,ma*do,,doboko,a*boro,ana*bo,,,,,,,gori,,,o*doro,,,,,domono,si*goi,paparo,,,,,obabo,di,iko,u*goxo,,tuno,nomond~a,,,,,,imo
Tagabawa,a,,,,,,,,,dipanug,tulan,susu,,,,,sadun,mate,asu,inam,,,,,,mata,,apuy,,,,,panu,,,,,,balad,,dinag,,,,,,,daun,,,,,,,,pabuNan,,Nadan,,mant~u,dukilam,,,sabad,dalan,manubu,,,,,,,kita,,,,,,,,,,alo,,,,,,Nipan,kayu,duwa,,wayig,ki,,,,,,nu
Tagabili,o7uh,,,,,,,,,lito7,ti7ol,tutu7,,,,,,,ohuh,minum,,kliNuh,,,,matah,,ofih,uton 7el,,,,hnok,,,,,,sig3l,,muNol,,,,,bukol,,do7un,,katay,,kutuh,,,,bulul,,boluy,,lomih,kifuh,iluN,,sotuh,lan,ta7uh,,,,,,,mton,,,kulit,,,,,blotik,botuh,,,,,,dilak,nihih,koyuh,l3wuh,,el,t3kuy,,,,,,u7uh
Tagalog,ako,lahat,abo,balat N puno,tiyan,malaki,ibon,kagat,itim,dugo,buto,susu,sunogin,kuko,alapap,malamig,datiN,patay,aso,inom,tuyo,teNa,lupa,kain,itlog,mata,balahibo,apoy,isda,karne,lipad,pa,puno,bigay,mabuti,taba,berde,buhok,kamay,ulo,dinig,puso,saNay,mainit,patay,tuhod,alam,dahon,higa,atay,mahaba,kuto,lalaki,marami,buwan,bundok,buNaNa,paNalan,leg,bago,gabi,iloN,hindi,isa,dan,tao,ulan,pula,ugat,bilog,buhaNin,sabi,tiNin,binhi,upo,balat,tulog,malit,usok,tayo,bituin,batu,araw,laNoy,buntoto,iyan,ito,dila,Nipin,punuNkahoy,dalawa,lakad,tubig,tayo,ano,puti,sino,babae,dilaw,ikaw
Tagbanua Aborlan,7aku,,,,,,,,,dugu7,tu7laN,,,,,,,patay,k3gd3N,7inum,,taliNa,,,,mata,,7apuy,s3da7,,,,,,,,,,7alima,,geneg,,,,,,,da7un,,7atay,,kutu,,,,bukid,,Naran,,ba7gu,,7uruN,,73sa,dalan,taw,,,,,,,l3t3g,,,,,,,,bitu7un,batu,7aldaw,,,,,dila,nip3n,kayu,dua,,danum,kami,,,,,,ka
Tagbanwa Aborlan,aku,,,,,,,,,dugu7,tu7laN,dudu7,,,,,,,k37d3N,inum,,taliNa,,,,mata,,apuy,s3da7,,,,punu,,,,,,alima,,g3n3g,,,,,tu7ud,,da7un,,atay,,kutu,,,,bukid,,Naran,,ba7gu,d3l3m,uruN,,3sa,dalan,taw,,,,,,,l3t3g,,,lamilamit,,,,,bitu7un,batu,,,,,,dila,nip3n,kayu,dua,,danum,tami,,,,,,ka
Tagbanwa Kalamian,yuu,,,,,,,,,dugu7,duli7,susu7,,,,,,,kiru7,in3m,,taliNa7,,,,mata7,,apuy,ian,,,,punuk,,,,,,kalima7,,d3N3l,,,,,tuud,,k3lad,,kandas,,tut7,,,,bukid,,aran,,baklu7,labii,uruN,,tasa7,dalan,tau7,,,,,,,ita7,,,ulit,,,,,bitukun,batu7,,,,,,dilak,,ayu7,durua7,,wai7,ita,,,,,,yawa
Tagbu,,,,,,,,,,mb~ele,kp~okp~o,mb~imb~i,,,,,7da,ci,bo,nj~u,,tu,,,,ra,,wu,so,,,,,,,,,,7bi,,7di,,7de,,,muNgb~o,,,,,,,,,,kp~and~u,,re,,Ngu,7bo7o,wo,,,kp~okp~oji,,,,,,,,wa,,,ku,,,,,yi,du,ri,,,,,me,ti,mu,,,Ngo,ro,,,,,,
Tagoi,,,,,,,,,,Noyi,kus,timi5,,,,,anje,unak,wusu,iya,,finin,,,,yiNgat,,kibi,sokogmat,,,,,,,,,,TiN3n,,,,turi5,,,yimbo,,kidaN,,koNgat,,,,,,kibi,,pENan,,,kirim,yindir,,ata,mara,kumbu,,,,,,,ilam,,,tarak,,,,,tElE5,yirNan,yan,,,,,teNlak,ti5en,kofo,ukok,,Nai,,,,,,,
Tagono,,,,,,,,,,wuni,subebi,,,,,,podo,gai,aso,bebe,,kamou,,,,afe,,ipi,yao,,,,,,,,,,kamma,,baso,,,,,,,we,,amo,,bene,,,,pu,,aim,,topo,kaman,mudefete,,minye,,manCa,,,,,,,Co,,,fi,,,,,mai,mai,win,,,,,belbelu,wi,fete,medeN,,be,,,,,,,
Tahane,,,,,,,,,,lala,yo,,,,,,wam,mat,nyo,in,,bibuyo,,,,mta,,lutan,ian,,,,,,,,,,kamo,,maloNo,,,,,,,weo,,yaCo,,kut,,,,uto,,ssona,,powo,bakoam,umho,,psa,,manusia,,,,,,,em,,,liko,,,,,batal,lalai,NNan,,,,,mma,hayo,ai,plu,,waya,,,,,,,
Tahitian,vau,,,,,,,,,toto,ivi,ouma,,,,,haere mai,pohe,uri,inu,,tari7a,,,,mata,,auahi,i7a,,,,api,,,,,,rima,,fa7aro7o,,tara,,,turi,,rao7ere,,upa7a,,utu,,,,mou7a,,i7oa,,api,ru7i,ihu,,ho7e,eatia,ta7ata,,,,,,,hi7o,,,iri,,,,,feti7a,ofa7i,mahana,,,,,arero,niho,ra7au,piti,,vai,tatou,,,,,,
Tahitian 18th Century,au,,,,,,,,,toto,ivi,ouma,,,,,haere mai,mate,uri,inu,,tari7a,,,,mata,,ahi,i7a,,,,,,,,,,rima,,fa7aro7o,,,,,,,rau,,,,utu,,,,,,i7oa,,hou,po,ihu,,tahi,ara,ta7ata,,,,,,,ite,,,iri,,,,,fetu,ofa7i,,,,,,arero,niho,,rua,,vai,taua,,,,,,oe
Tahitian 2,au,ta7ato7a,rehu,pa7a,opu,rahi,manu,hohoni,ere7ere,toto,ivi,,ana,,ata,to7eto7e,haeremai,pohe,uri,inu,maro,tari7a,,amu,,muta,huruhuru,auahi,i7a,,rere,,,horo7a,maite7i,,,rouru,rima,upoio,ra7aro7o,mafatu,,,tararahi,,ite,rao7ere,ta7oto,upa7a,roa,utu,tane,rahi,ava7e,mou7a,vaha,i7oa,e7i,api,po,ihu,aita,ho7e,poromu,ta7ata,ua,ute7ute,a7a,,one,parau,ite,,parahi,iri,ta7oto,na7ina7i,auauahi,ti7a,feti7a,ofa7i,mahana,au,hi7u,ra,teie,arero,niho,,piti,ori,pape,matou,eaha,uo7uo,ovai,vahine,re7are7a,outou
Tahoss,mE,,,,,,,,,nimi,kup,mv~al,,,,,ve,ku,vu,so,,Ty~oN,,,,ryis,,ky~a,tok,,,,,,,,,,bekenvw$o,,wok,,nEN,,,kot,,raN,,ryei,,5y~ana,,,,daku,,,,,turuk,wol,,gw~iriN,gw~oN,mw~at sw~i,,,,,,,di,,,hw~o,,,,,daNakEn,Tw~a,gw~i,,,,,lEm,kw~in,Togot,bera,,ninT~i,wot,,,,,,hw~o
Tai,ku,,,,,,,,,luat,duk,ok,,,,,ma,tai,ma,,,hu,,,,ta,,fai,pla,,,,,,,,,,mu,,yin,,kh~au,,,kh~au,,,,tap,,hau,,,,,,,,,,,,,hon,,,,,,,,,,,naN,,,,,dau,ph~a,wan,,,,,lin,fan,,soN,,nam,rau,,,,,,muN
Tai Chiengmai,ku,,,,,,,,,luat,duk,ok,,,,,ma,tay,ma,,,hu,,,,ta,,fay,pa,,,,tem,,,,,,mu,,Nin,,kh~aw,,,kh~aw,,bau,,tap,,,,,,,,cu,,may,kh~am,daN,,nuN,taN,kh~on,,,,,,,han,,,naN,,,,,daw,hin,dEt,,,,,lin,kh~iaw,,soN,,nam,haw,,,,,,muN
Tai Daeng,kan,,,,,,,,,lu3t,luk,u,,,,,ma,tay,dog,kin,,hu,,,,ta,,fay,pa,,,,tem,,,,,,mu,,yin,,xaw,,,huaxaw,,v3,,tap,,tohaw,,,,pu,,Tu,,m3,kaNkh~un,koNlaN,,nuN,taNno3y,kon,,,,,,,hen,,,naN,,,,,law,ko3nhin,taNNen,,,,,lin,xE3w,may,soN,,nam,tukh~oey,,,,,,th~aw
Tai Khuen,xa,,,,,,,,,l3t,luk,na7ok,,,,,ma,tay,ma,kin,,hu,,,,ta,,ph~ay,pa,,,,ty~Em,,,,,,m3,,layin,,kh~aw,,,kh~aw,,bamay,,tap,,haw,,,,loy,,T3,,may,kaNkh~3n,laN,,n3N,taNtew,xon,,,,,,,han,,,naN,,,,,law,hin,tawan,,,,,lin,xiaw,tonmay,soN,,nam,haw,,,,,,Taw
Tai Lei Ping,kaw,,,,,,,,,lot,dok,nom,,,,,ma,hay,ma,,,vu,,,,ha,,fay,pya,,,,tim,,,,,,mo,,yin,,,,,kh~au,,bau,,tap,,haw,,,,doN,,,,mau,ham,daN,,,lo,kh~on,,,,,,,han,,,naN,,,,,daw,hin,det,,,,,lin,kh~ew,ko,LoN,,nam,Law,,,,,,mau
Tai Lungchow,kaw,,,,,,,,,lot,duk,ok,,,,,ma,hay,ma,,,hu,,,,ha,,fay,pya,,,,tim,,,,,,mu,,hin,,,,,kh~aw,,bau,,tap,,haw,,,,,,,,mau,kam,daN,,noN,lo,kon,,,,,,,han,,,naN,,,,,daw di,hin,det,,,,,lin,kh~ew,ko,LoN,,nam,law,,,,,,mau
Tai Lungming,kaw,,,,,,,,,lut,nok,nom,,,,,ma,th~ay,ma,,,low,,,,th~a,,fay,pya,,,,tim,,,,,,mou,,yin,,,,,kh~aw,,mau,,tap,,thaw,,,,noN,,miN,,mau,ham,naN,,,lo,kon,,,,,,,han,,,naN,,,,,naw,th~in,net,,,,,lin,kh~ew,ko,soN,,nam,law,,,,,,mau
Tai Ning Ming,kow,,,,,,,,,lut,duk,nom,,,,,ma,th~ay,ma,,,kh~yo,,,,th~a,,fey,pya,,,,tom,,,,,,mau,,Nen,,,,,ho,,bau,,tap,,haw,,,,doN,,,,mau,Nam,daN,,,lo,ken,,,,,,,han,,,naN,,,,,daw,hen,det,,,,,len,hew,ko,LoN,,nam,law,,,,,,maN
Tai Nong Khai,ku,,,,,,,,,luat,duk,nom,,,,,ma,tay,ma,,,hu,,,,ta,,fay,pa,,,,tem,,,,,,mu,,5in,,kh~aw,,,kh~aw,,bay,,tap,,haw,,,,ph~u,,,,may,kh~am,daN,,nuN,th~aN,kh~on,,,,,,,hen,,,naN,,,,,daw,hin,dEt,,,,,lin,kh~Ew,ko,soN,,nam,haw,,,,,,muN
Tai Ping Siang,kaw,,,,,,,,,lot,dok,nom,,,,,ma,hay,ma,,,hu,,,,ha,,fay,pya,,,,tim,,,,,,mu,,hin,,,,,kh~aw,,bau,,tap,,haw,,,,doN,,,,mau,kam,daN,,nuN,lo,kon,,,,,,,han,,,naN,,,,,daw di,hin,det,,,,,lin,kh~ew,ko,LoN,,nam,law,,,,,,mau
Tai Po Ai,ku,,,,,,,,,lut,nok,,,,,,ma,tay,ma,,,lu,,,,ta,,fi,pya,,,,lim,,,,,,fuN,,,,kaw,,,,,mau,,tap,,law,,,,,,Su,,mo,ham,naN,,,hon,hun,,,,,,,han,,,naN,,,,,naw ni,hin,,,,,,lin,hew,ko,LoN,,lam,law,,,,,,muN
Tai Western Nung,ku,,,,,,,,,lot,duk,ak,,,,,ma,th~ay,ma,,,ch~u,,,,th~a,,fay,pa,,,,tam,,,,,,muN,,Nin,,kh~aw,,,kh~aw,,bau,,tap,,thaw,,,,,,cu,,mau,ham,daN,,,taN,kon,,,,,,,th~an,,,naN,,,,,daw di,ph~a,dEt,,,,,lin,fan,ko,soN,,nam,8aw,,,,,,mau
Tai Wuming,kaw,,,,,,,,,luat,dok,ak,,,,,ma,ray,ma,,,ru,,,,ra,,foy,pla,,,,rim,,,,,,fau,,,,,,,ho,,bau,,tap,,raw,,,,doy,,So,,mo,xam,daN,,,hon,xun,,,,,,,,,,naN,,,,,daw 7doy,rin,dit,,,,,lin,fan,ko,8oN,,ram,raw,,,,,,
Taiap,Na,,,,,,,,,,,nambur,,,,,E,,nc~ar,,,nekei,,,,Ngino,,otar,Ngomar,,,,,,,,,,daram,,ta,,,,,muNgip,,Namayar,,,,,,,,,,,,iro,ikur,rau,,nambar,,,,,,,,,ta,,,,,,,,gudum,,arawer,,,,,marid,nd~ewi,nam,sena,,awin,yim,,,,,,yu
Taikat,ka,,,,,,,,,yafor,sag3r,mE,,,,,,,ur,,,keat,,,,nondor,,dow,oa,,,,,,,,,,tur,,,,,,,dobut,,tofey,,,,,,,,yanar,,,,,eabur,nakan,,Ngoa,meo,kir,,,,,,,,,,fagEr,,,,,masE,s3r,kEwom,,,,,,kaembi,di,,,obea,,,,,,,
